id_barrio,nombre,id_comuna
683,El Mirador II,32
684,El Nogal II,32
685,El Recreo II,32
686,El Pinar II,32
687,El Oasis II,32
688,El Porvenir II,32
689,El Oasis II,32
690,El Porvenir II,32
691,El Manantial II,32
692,El Futuro II,32
693,Villavicencio II,32
694,Las Gaviotas II,32
695,La Union II,32
696,La Castellana II,32
697,La Amistad II,32
698,Jazmin II,32
699,La Aurora III,32
700,La Paz III,32
701,La Cuchilla III,32
702,La Libertad III,32
703,Galicia III,32
704,El Vergel III,32
705,El Rosal III,32
706,El Progreso III,32
707,El Nogal III,32
708,El Manantial III,32
709,El Jordán III,32
710,El Jazmin III,32
711,El Futuro III,32
712,El Mirador III,32
713,El Nogal III,32
714,El Recreo III,32
715,El Pinar III,32
716,El Oasis III,32
717,El Porvenir III,32
718,El Oasis III,32
719,El Porvenir III,32
720,El Manantial III,32
721,El Futuro III,32
722,Villavicencio III,32
723,Las Gaviotas III,32
724,La Union III,32
725,La Castellana III,32
726,La Amistad III,32
727,Jazmin III,32
728,La Aurora IV,32
729,La Paz IV,32
730,La Cuchilla IV,32
731,La Libertad IV,32
732,Galicia IV,32
733,El Vergel IV,32
734,El Rosal IV,32
735,El Progreso IV,32
736,El Nogal IV,32
737,El Manantial IV,32
738,El Jordán IV,32
739,Villa El Campo,33
740,Villa Campestre,33
741,Villa Consota,33
742,Villa del Bosque,33
743,Villa Hermosa,33
744,Villa Del Rey,33
745,Villa Olimpica,33
746,Villa Campestre,33
747,Villa Consota,33
748,Villa del Bosque,33
749,Villa Hermosa,33
750,Villa Del Rey,33
751,Villa Olimpica,33
752,Villa Hermosa,34
753,Villa Del Rey,34
754,Villa Olimpica,34
755,Villa Campestre,34
756,Villa Consota,34
757,Villa del Bosque,34
758,Villa Hermosa,34
759,La Pradera,35
760,La Pradera,35
761,La Pradera,35
762,La Pradera,35
763,La Pradera,35
764,La Pradera,35
765,La Pradera,35
766,La Pradera,35
767,La Pradera,35
768,La Pradera,35
769,La Pradera,35
770,La Pradera,35
771,La Pradera,35
772,La Pradera,35
773,La Pradera,36
774,La Pradera,36
775,La Pradera,36
776,La Pradera,36
777,La Pradera,36
778,La Pradera,36
779,La Pradera,36
780,La Pradera,36
781,La Pradera,36
782,La Pradera,36
783,La Pradera,36
784,La Pradera,36
785,Terranova,37
786,Terranova,37
787,Terranova,37
788,Terranova,37
789,Terranova,37
790,Terranova,37
791,Terranova,37
792,Terranova,37
793,Terranova,37
794,Terranova,37
795,Terranova,37
796,Terranova,37
797,Terranova,37
798,Terranova,37
799,Terranova,37
800,Terranova,37
801,Terranova,37
802,Terranova,37
803,Terranova,37
804,Terranova,37
805,Terranova,37
806,Terranova,37
807,Terranova,37
808,Terranova,37
809,Terranova,37
810,Terranova,37
811,Terranova,37
812,El Futuro,37
813,El Futuro,37
814,El Futuro,37
815,El Futuro,37
816,El Futuro,37
817,El Futuro,37
818,El Futuro,37
819,El Futuro,37
820,El Futuro,37
821,El Futuro,37
822,El Futuro,37
823,El Futuro,37
824,El Futuro,37
825,Terranova,38
826,Terranova,38
827,Terranova,38
828,Terranova,38
829,Terranova,38
830,Terranova,38
831,Terranova,38
832,Terranova,38
833,Terranova,38
834,Terranova,38
835,El Futuro,39
836,El Futuro,39
837,El Futuro,39
838,El Futuro,39
839,El Futuro,39
840,El Futuro,39
841,El Futuro,39
842,El Futuro,39
843,El Futuro,39
844,El Futuro,39
845,El Futuro,39
846,El Futuro,39
847,El Futuro,39
848,El Futuro,39
849,El Futuro,39
850,El Futuro,39
851,El Futuro,39
852,El Futuro,39
853,El Futuro,39
854,El Futuro,39
855,El Futuro,39
856,El Futuro,39
857,El Futuro,39
858,El Futuro,39
859,El Futuro,39
860,Villa Del Prado,40
861,Villa Del Palmar,40
862,Samaria II,40
863,Samaria I,40
864,Portal de San Jacinto,40
865,Rocio Bajo,40
866,Poblado II,40
867,Poblado I,40
868,Hamburgo,40
869,Cachipay,40
870,Barajas,40
871,Balcones de Villa Del Prado,40
872,Villa Los Comunales,40
873,Villa Los Comunales,40
874,Villa Los Comunales,40
875,Villa Los Comunales,40
876,Villa Los Comunales,40
877,Villa Los Comunales,40
878,Villa Los Comunales,40
879,Villa Los Comunales,40
880,Villa Los Comunales,40
881,Villa Los Comunales,40
882,Villa Los Comunales,40
883,Villa Los Comunales,40
884,Villa Los Comunales,40
885,Villa Los Comunales,40
886,Villa Los Comunales,40
887,Villa Los Comunales,40
888,Villa Los Comunales,40
